Criteria;Province;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030
Ratio wilderness area ti the total land area, %;Hubei;0,024464766;0,024394836;0,024319527;0,024244217;0,024174287;0,024098978;0,024029048;0,023959118;0,023883808;0,023813878;0,023743948;0,023674018;0,023604088;0,023528779;0,023458849;0,023388919;0,023318989;0,023249059;0,023179129;0,023109198;0,023044648;0,022974718;0,022904788;0,022834857;0,022770307;0,022700377;0,022630446;0,022565896;0,022495966;0,022431415;0,022361485;0,022296934;0,022227004;0,022162453;0,022097902;0,022027972;0,021963421;0,02189887;0,02183432;0,021769769;0,021699839;0,021635288;0,021570737;0,021506186;0,021441635;0,021382464;0,02133943;0,021296396;0,021253362;0,021210328;0,021167294;0,02112426;0,021081226;0,021038193;0,021000538;0,020957504;0,02091447;0,020871436;0,020828402;0,020790748;0,020747714
Ratio wilderness area ti the total land area, %;Hunan;0,030977337;0,030882908;0,030793201;0,030698772;0,030609065;0,030514636;0,030424929;0,030335222;0,030245515;0,030151086;0,030061379;0,029971671;0,029881964;0,029792257;0,02970255;0,029617564;0,029527856;0,029438149;0,029353163;0,029263456;0,029173749;0,029088763;0,028999056;0,02891407;0,028829084;0,028744098;0,028654391;0,028569405;0,028484419;0,028399433;0,028314448;0,028229462;0,028144476;0,02805949;0,027979226;0,02789424;0,027809254;0,02772899;0,027644004;0,027559018;0,027478754;0,027398489;0,027313503;0,027233239;0,027152975;0,02707271;0,027016053;0,026964117;0,02690746;0,026855524;0,026798867;0,026746931;0,026694995;0,026638338;0,026586402;0,026534466;0,026482531;0,026425873;0,026373938;0,026322002;0,026270066
Ratio wilderness area ti the total land area, %;Guangdong;0,083772222;0,083522222;0,083272222;0,083022222;0,082777778;0,082527778;0,082283333;0,082033333;0,081788889;0,081544444;0,0813;0,081055556;0,080816667;0,080572222;0,080333333;0,080094444;0,07985;0,079611111;0,079377778;0,079138889;0,0789;0,078666667;0,078427778;0,078194444;0,077961111;0,077727778;0,077494444;0,077266667;0,077033333;0,0768;0,076572222;0,076344444;0,076116667;0,075888889;0,075661111;0,075433333;0,075211111;0,074983333;0,074761111;0,074533333;0,074311111;0,074088889;0,073866667;0,07365;0,073427778;0,073211111;0,073061111;0,072916667;0,072772222;0,072622222;0,072477778;0,072333333;0,072188889;0,072044444;0,0719;0,071755556;0,071611111;0,071472222;0,071327778;0,071183333;0,071044444
Ratio wilderness area ti the total land area, %;Guangxi;0,100618644;0,100317797;0,100016949;0,099720339;0,099419492;0,099122881;0,098826271;0,098529661;0,098237288;0,097940678;0,097648305;0,097355932;0,097067797;0,096775424;0,096487288;0,096199153;0,095911017;0,095622881;0,095338983;0,095050847;0,094766949;0,094483051;0,09420339;0,093919492;0,093639831;0,093360169;0,093080508;0,092800847;0,092525424;0,092245763;0,091970339;0,091694915;0,091423729;0,091148305;0,090877119;0,090605932;0,090334746;0,090063559;0,089792373;0,089525424;0,089258475;0,088991525;0,088724576;0,088457627;0,088194915;0,087932203;0,087754237;0,087580508;0,087402542;0,087228814;0,087055085;0,086881356;0,086707627;0,086533898;0,086360169;0,086186441;0,086012712;0,08584322;0,085669492;0,0855;0,085330508
Ratio wilderness area ti the total land area, %;Hainan;0,182529412;0,182;0,181441176;0,180911765;0,180352941;0,179823529;0,179294118;0,178735294;0,178205882;0,177676471;0,177147059;0,176617647;0,176088235;0,175558824;0,175029412;0,174529412;0,174;0,173470588;0,172941176;0,172441176;0,171911765;0,171411765;0,170882353;0,170382353;0,169882353;0,169352941;0,168852941;0,168352941;0,167852941;0,167352941;0,166852941;0,166352941;0,165852941;0,165352941;0,164852941;0,164352941;0,163882353;0,163382353;0,162882353;0,162411765;0,161911765;0,161441176;0,160941176;0,160470588;0,16;0,159529412;0,159205882;0,158882353;0,158558824;0,158235294;0,157911765;0,157617647;0,157294118;0,156970588;0,156676471;0,156352941;0,156029412;0,155735294;0,155411765;0,155117647;0,154794118
Ratio wilderness area ti the total land area, %;Chongqing;0,00781288;0,007788578;0,007764277;0,007739976;0,007715674;0,007691373;0,007667072;0,00764277;0,007618469;0,007594168;0,007582017;0,007557716;0,007533414;0,007509113;0,007484812;0,00746051;0,00744836;0,007424058;0,007399757;0,007375456;0,007351154;0,007326853;0,007314702;0,007290401;0,0072661;0,007241798;0,007217497;0,007205346;0,007181045;0,007156744;0,007132442;0,007120292;0,00709599;0,007071689;0,007047388;0,007035237;0,007010936;0,006986634;0,006962333;0,006950182;0,006925881;0,00690158;0,006889429;0,006865128;0,006840826;0,006828676;0,006804374;0,006792224;0,006780073;0,006767922;0,006755772;0,006743621;0,00673147;0,00671932;0,006695018;0,006682868;0,006670717;0,006658566;0,006646416;0,006634265;0,006622114
Ratio wilderness area ti the total land area, %;Sichuan;0,422372248;0,421109265;0,419848359;0,418593685;0,417341088;0,416092646;0,414848359;0,413608226;0,41237017;0,411138346;0,4099086;0,408680931;0,407459493;0,406240133;0,405024927;0,403813876;0,40260698;0,40140216;0,400201496;0,399004985;0,397810553;0,396620274;0,39543415;0,394252181;0,393072289;0,391896552;0,390724969;0,389555463;0,388390112;0,387228916;0,386071874;0,384916909;0,383764022;0,382617366;0,381472788;0,380332364;0,379194017;0,378059826;0,376929788;0,375801828;0,374678022;0,373556294;0,372440798;0,371325301;0,370216037;0,369108849;0,368369339;0,367631907;0,366896552;0,366163274;0,365432073;0,364700872;0,363971749;0,363242626;0,362517657;0,361792688;0,361067719;0,360346905;0,359626091;0,358905276;0,358188617
Ratio wilderness area ti the total land area, %;Guizhou;0,031977273;0,031886364;0,031789773;0,031693182;0,031596591;0,031505682;0,031409091;0,031318182;0,031221591;0,031130682;0,031034091;0,030943182;0,030852273;0,030755682;0,030664773;0,030573864;0,030482955;0,030392045;0,030301136;0,030210227;0,030119318;0,030028409;0,0299375;0,029852273;0,029761364;0,029670455;0,029585227;0,029494318;0,029403409;0,029318182;0,029232955;0,029142045;0,029056818;0,028971591;0,028880682;0,028795455;0,028710227;0,028625;0,028539773;0,028454545;0,028369318;0,028284091;0,028198864;0,028113636;0,028028409;0,027948864;0,027892045;0,027835227;0,027778409;0,027721591;0,027670455;0,027613636;0,027556818;0,0275;0,027448864;0,027392045;0,027335227;0,027284091;0,027227273;0,027176136;0,027119318
Ratio wilderness area ti the total land area, %;Yunnan;0,210469606;0,209840856;0,209212105;0,208585964;0,207962432;0,207341508;0,206720584;0,20610227;0,205486564;0,204870858;0,204257762;0,203647274;0,203039395;0,202431516;0,201826246;0,201220976;0,200620924;0,200020871;0,199420819;0,198825985;0,198231151;0,197638925;0,1970467;0,196457083;0,195870076;0,195283068;0,194698669;0,19411688;0,193537699;0,192958518;0,192379337;0,191805374;0,191231411;0,190660057;0,190088703;0,189519958;0,188953822;0,188387686;0,187824159;0,18726324;0,186702322;0,186144013;0,185588312;0,185032612;0,18447952;0,183929037;0,183561179;0,183193321;0,182825463;0,182460214;0,182094965;0,181732325;0,181367075;0,181004435;0,180644404;0,180281764;0,179921732;0,179561701;0,17920167;0,178844247;0,178486825
Ratio wilderness area ti the total land area, %;Tibet;0,800706026;0,798311075;0,795923453;0,793542345;0,791169381;0,788802932;0,786442997;0,784091205;0,781745928;0,77940798;0,777076547;0,774752443;0,772434853;0,770124593;0,767820847;0,76552443;0,763234528;0,760951954;0,758675896;0,756406352;0,754144137;0,751888436;0,749639251;0,747397394;0,745162052;0,742933225;0,740710912;0,738495114;0,736286645;0,734084691;0,731888436;0,729699511;0,727517101;0,725341205;0,723171824;0,721008143;0,718851792;0,716701954;0,714557818;0,71242101;0,710289902;0,708165309;0,706047231;0,703935668;0,701829805;0,69973127;0,698331433;0,696934853;0,695540717;0,694149837;0,692761401;0,691376221;0,689993485;0,688613192;0,687236156;0,685861564;0,684489414;0,683120521;0,681754886;0,680390879;0,67903013
Ratio wilderness area ti the total land area, %;Shaanxi;0,113905642;0,113565175;0,113224708;0,112884241;0,112548638;0,112213035;0,111877432;0,111541829;0,111206226;0,110875486;0,110544747;0,110214008;0,109883268;0,109552529;0,109226654;0,108900778;0,108574903;0,108249027;0,107928016;0,10760214;0,107281128;0,106960117;0,106639105;0,106322957;0,106001946;0,105685798;0,10536965;0,105053502;0,104742218;0,10442607;0,104114786;0,103803502;0,103492218;0,103185798;0,102874514;0,102568093;0,102261673;0,101955253;0,101648833;0,101347276;0,101040856;0,1007393;0,100437743;0,100136187;0,099839494;0,099542802;0,099343385;0,099143969;0,098944553;0,098745136;0,098550584;0,098351167;0,098156615;0,097957198;0,097762646;0,097568093;0,097373541;0,097178988;0,096984436;0,096789883;0,096595331
Ratio wilderness area ti the total land area, %;Gansu;0,50612456;0,504610475;0,503100792;0,501597711;0,500096831;0,498600352;0,497110475;0,495622799;0,494139525;0,492662852;0,49118838;0,489720511;0,488254842;0,486793574;0,485338908;0,483886444;0,48243838;0,480996919;0,479557658;0,478122799;0,476692342;0,475268486;0,473846831;0,472429577;0,471014525;0,469606074;0,468202025;0,466802377;0,46540493;0,464014085;0,46262544;0,461241197;0,459861356;0,458485915;0,457114877;0,455748239;0,454386004;0,453025968;0,451670335;0,450319102;0,448972271;0,447629842;0,446291813;0,444955986;0,44362456;0,442299736;0,441415053;0,44053037;0,439650088;0,438769806;0,437893926;0,437018046;0,436144366;0,435270687;0,434401408;0,43353213;0,432665053;0,431800176;0,430935299;0,430074824;0,429214349
Ratio wilderness area ti the total land area, %;Qinghai;0,82954728;0,827066316;0,824592275;0,822125156;0,819666344;0,817214454;0,814770871;0,81233421;0,809904472;0,807481656;0,805065762;0,802658175;0,800257511;0,797863769;0,795478333;0,793098436;0,790726845;0,788360792;0,786003046;0,783652222;0,781308321;0,778971342;0,776641285;0,77431815;0,772001938;0,769692648;0,767391666;0,76509622;0,762807698;0,760526097;0,758251419;0,755983663;0,753721445;0,751467534;0,749220545;0,746979095;0,744744566;0,74251696;0,740296276;0,738082514;0,73587429;0,733672989;0,73147861;0,729291153;0,727109234;0,724935622;0,723484702;0,722037934;0,720593936;0,719152707;0,717714246;0,716278555;0,714847016;0,713416863;0,711989478;0,710566247;0,7091444;0,707726706;0,706311782;0,704898242;0,703488855
Ratio wilderness area ti the total land area, %;Ningxia;0,180572289;0,18003012;0,179487952;0,178945783;0,178418675;0,177876506;0,177349398;0,176822289;0,176295181;0,175768072;0,175240964;0,174713855;0,174186747;0,173674699;0,17314759;0,172635542;0,172108434;0,171596386;0,171084337;0,170572289;0,170060241;0,169563253;0,169051205;0,168539157;0,168042169;0,16753012;0,167033133;0,166536145;0,166039157;0,165542169;0,165045181;0,164548193;0,164066265;0,163569277;0,163087349;0,162590361;0,162108434;0,161626506;0,161144578;0,160662651;0,160180723;0,159698795;0,159216867;0,15873494;0,158268072;0,157801205;0,15748494;0,157168675;0,15685241;0,156536145;0,15621988;0,155903614;0,15560241;0,155286145;0,15496988;0,154668675;0,15435241;0,154051205;0,15373494;0,153433735;0,15313253
Ratio wilderness area ti the total land area, %;Xinjiang;0,82076506;0,818310241;0,815862651;0,813422289;0,810989759;0,808563855;0,806145181;0,803734337;0,80133012;0,798933133;0,796543976;0,794161446;0,791786145;0,78941747;0,787056627;0,78470241;0,782355422;0,78001506;0,777681928;0,775356024;0,773036747;0,770724699;0,768419277;0,766121084;0,763829518;0,761545181;0,75926747;0,756996386;0,754731928;0,752474699;0,750224096;0,74798012;0,745742771;0,743512048;0,741288554;0,739071084;0,736860843;0,734656627;0,732459036;0,730268675;0,728084337;0,725906627;0,723735542;0,721570482;0,719412048;0,717260843;0,715825904;0,714394578;0,712965663;0,711539759;0,710116867;0,708696386;0,707278916;0,705864458;0,70445241;0,703043976;0,701637952;0,700234337;0,698833735;0,697436145;0,696041566
Protected wilderness area;Beijing;89;89;89;104;104;104;104;104;104;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;83;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;71;71;71;71;71;70;70;70;70;70;70
Protected wilderness area;Tianjin;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Protected wilderness area;Hebei;487;487;487;487;460;460;460;460;460;387;387;387;387;387;387;387;387;387;387;387;349;349;349;349;349;349;349;349;349;349;349;349;349;349;349;349;349;349;349;349;349;349;349;317;317;317;317;317;317;316;316;316;316;316;316;315;315;315;315;315;315
Protected wilderness area;Shanxi;1020;1020;1020;1020;1020;1020;1020;1020;1020;1020;1020;1020;1020;1020;1020;1020;876;876;876;876;876;876;876;876;876;876;876;876;876;876;876;876;876;876;724;724;724;724;724;724;724;724;724;724;724;724;724;724;619;615;615;615;615;615;615;600;600;600;600;600;600
Protected wilderness area;Inner Mongolia;19836;19836;19836;19836;18496;18496;18496;18496;18496;18496;18496;18496;18496;18496;18496;18254;18254;18254;18254;18254;18254;18254;17985;17985;17985;17985;17985;17985;17985;17985;17985;17985;17985;17985;17985;17985;17985;17985;17985;17985;17985;17136;17136;17136;17136;17136;17136;17136;17136;17000;17000;17000;17000;17000;17000;16780;16780;16780;16780;16780;16780
Protected wilderness area;Liaoning;734;734;845;845;845;845;845;845;845;845;845;845;845;845;845;624;624;624;624;624;624;624;624;624;624;624;624;624;624;624;624;624;624;624;624;624;624;544;544;544;544;544;544;544;544;544;544;544;544;540;540;540;540;540;540;520;520;520;520;520;520
Protected wilderness area;Jilin;5879;5879;5879;5879;5879;5879;5879;5879;5879;5879;5879;5879;5879;5879;4367;4367;4367;4367;4367;4367;4367;4367;4367;4367;4367;4367;4367;4367;4367;4367;3946;3946;3946;3946;3946;3946;3946;3946;3946;3946;3946;3946;3946;3946;3946;3946;3946;3946;3946;3938;3938;3938;3938;3938;3938;3789;3789;3789;3789;3789;3789
Protected wilderness area;Heilongjiang;15987;15987;15987;15987;15987;15987;15987;15987;15987;14689;14689;14689;14689;14689;14689;14689;14689;14689;14689;14689;14689;14689;14689;14689;14689;14689;14689;14689;12398;12398;12398;12398;12398;12398;12398;12398;12398;12398;12398;12398;12398;12398;12398;12398;12398;12398;12398;11559;11559;11478;11478;11478;11478;11478;11478;11000;11000;11000;11000;11000;11000
Protected wilderness area;Shanghai;124;124;124;124;124;124;124;124;124;124;124;102;102;102;102;102;102;102;102;102;89;89;89;89;89;89;89;89;89;89;89;89;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;52;50;50;50;50;50;50;45;45;45;45;45;45
Protected wilderness area;Jiangsu;569;569;569;569;569;569;569;569;569;569;569;487;487;487;487;487;487;487;387;387;326;326;326;326;326;326;326;326;326;326;326;326;326;326;326;326;299;299;299;299;299;299;299;299;299;299;299;299;299;290;290;290;290;290;290;257;257;257;257;257;257
Protected wilderness area;Zhejiang;436;436;436;436;436;436;436;436;436;436;436;423;423;423;423;423;423;423;423;423;378;378;378;378;378;378;264;264;264;264;264;264;264;264;264;264;167;167;167;167;167;126;126;126;126;110;110;110;110;105;105;105;105;105;105;98;98;98;98;98;98
Protected wilderness area;Anhui;1574;1574;1574;1574;1574;1574;1574;1574;1574;1574;1574;1489;1489;1489;1489;1489;1489;1489;1489;1489;1378;1378;1378;1378;1378;1378;1378;1287;1287;1287;1287;1287;1287;945;945;945;945;945;876;876;876;876;876;778;778;778;778;778;750;748;748;748;748;748;748;738;738;738;738;738;738
Protected wilderness area;Fujian;879;879;879;879;879;879;879;879;879;879;879;767;767;767;767;767;767;767;767;767;734;734;734;734;734;734;734;734;734;701;701;701;701;701;698;698;698;698;698;698;698;698;698;668;668;668;668;668;668;660;660;660;660;660;660;615;615;615;615;615;615
Protected wilderness area;Jiangxi;1896;1896;1896;1896;1896;1896;1896;1896;1896;1896;1896;1783;1783;1783;1783;1783;1783;1783;1783;1783;1623;1623;1623;1623;1623;1623;1430;1430;1430;1430;1430;1430;1204;1204;1204;1204;1204;1204;1204;1105;1105;1105;1105;1105;1105;1105;1022;1022;1022;1020;1020;1020;1020;1020;1020;989;989;989;989;989;989
Protected wilderness area;Shandong;2089;1327;1327;1327;1327;1327;1327;1327;1327;1327;1327;1327;1327;1327;1308;1308;1308;1308;1308;1308;1308;1308;1308;1308;1265;1265;1265;1265;1265;1265;1265;1234;1234;1234;1234;1234;1234;1234;1234;1110;1110;1110;1110;1110;1110;1110;1110;1110;1081;1057;1057;1057;1057;1057;1057;986;986;986;986;986;986
Protected wilderness area;Henan;498;498;432;432;432;465;465;465;465;465;465;465;417;417;417;417;417;417;417;417;417;417;417;417;417;417;417;398;398;398;398;398;398;398;398;398;398;398;398;345;345;345;345;345;285;285;285;285;285;282;282;282;282;282;282;245;245;245;245;245;245
Protected wilderness area;Hubei;1256;1256;1256;1256;1256;1256;1256;1256;1111;1111;1111;1111;1111;1111;1111;1111;1111;1111;976;976;924;924;924;924;924;924;924;924;924;924;924;924;924;924;924;870;870;870;870;870;870;870;870;870;870;870;870;870;870;850;850;850;850;850;850;765;765;765;765;765;765
Protected wilderness area;Hunan;2870;2870;2870;2870;2870;2870;2870;2870;2870;2870;2870;2870;2870;2870;2870;2870;2468;2468;2468;2468;2468;2468;2468;2468;2468;2468;2468;2468;2468;2468;2468;2179;2179;2179;2179;2179;2179;2179;2179;2179;2179;2179;2179;2179;2179;2179;2179;2179;2179;2100;2100;2100;2100;2100;2100;1978;1978;1978;1978;1978;1978
Protected wilderness area;Guangdong;987;987;987;987;987;987;987;987;987;987;987;987;987;987;890;890;890;890;890;890;890;890;890;852;852;852;852;852;852;852;852;852;852;852;852;726;726;726;726;726;726;726;726;654;654;654;654;654;654;653;653;653;653;653;653;602;602;602;602;602;602
Protected wilderness area;Guangxi;4012;4012;4012;4012;4012;4012;4012;4012;4012;4012;3870;3870;3870;3870;3870;3870;3870;3870;3870;3870;3870;3870;3870;3870;3870;3870;3870;3751;3751;3751;3751;3751;3751;3751;3751;3751;3751;3751;3751;3751;3751;3751;3751;3751;3751;3751;3751;3751;3751;3720;3720;3720;3720;3720;3720;3654;3654;3654;3654;3654;3654
Protected wilderness area;Hainan;987;987;987;987;987;987;987;987;987;987;987;987;901;901;901;901;901;826;826;826;826;826;826;826;826;826;826;826;765;765;765;765;765;765;727;727;727;727;727;727;727;727;727;727;727;727;727;727;727;720;720;720;720;720;720;649;649;649;649;649;649
Protected wilderness area;Chongqing;356;356;356;356;356;356;356;356;320;320;320;320;267;267;267;267;267;267;267;267;267;267;267;186;186;186;186;186;186;186;186;186;186;143;143;143;143;143;143;143;143;143;143;143;143;143;143;143;143;140;140;140;140;140;140;132;132;132;132;132;132
Protected wilderness area;Sichuan;49768;49768;49768;49768;48200;48200;48200;48200;48200;48200;48200;48200;48200;48200;48200;47546;47546;47546;47546;47546;47546;47546;47546;47123;47123;47123;47123;47123;47123;47123;46890;46890;46890;46890;46890;46890;46890;46890;46780;46780;46780;46780;46780;46780;46780;46780;46780;46780;45481;45236;45236;45236;45236;45236;45236;43456;43456;43456;43456;43456;43456
Protected wilderness area;Guizhou;768;768;768;768;768;768;768;715;715;715;715;715;715;715;715;715;715;678;678;678;678;678;678;652;652;652;652;652;652;652;652;652;652;652;652;652;620;620;620;620;589;589;589;589;589;589;589;589;579;545;545;545;545;545;545;520;520;520;520;520;520
Protected wilderness area;Yunnan;17689;17689;17689;17689;17689;17689;17689;17689;17689;17234;17234;17234;17234;17234;17234;17234;17234;17234;17234;17234;16897;16897;16897;16897;16897;16897;16678;16678;16678;16678;16678;16678;16678;16678;16678;16437;16437;16437;16437;16437;16437;16437;16437;16437;16437;16437;16437;16437;16181;16089;16089;16089;16089;16089;16089;15876;15876;15876;15876;15876;15876
Protected wilderness area;Tibet;348790;348790;348790;348790;348790;348790;343789;343789;335987;335987;335987;335987;335987;335987;335987;335987;335987;335987;334589;334589;334589;334589;334589;334589;334589;334589;333678;333678;333678;333678;333678;333678;333489;333489;333489;333489;331267;331267;331267;331267;331267;331267;331267;329578;329578;329578;329578;329578;327393;327000;327000;327000;327000;327000;327000;324562;324562;324562;324562;324562;324562
Protected wilderness area;Shaanxi;1765;1765;1765;1765;1765;1765;1654;1654;1654;1654;1654;1654;1654;1654;1597;1597;1597;1597;1597;1597;1597;1547;1547;1547;1547;1547;1547;1547;1489;1489;1489;1489;1489;1489;1489;1489;1489;1467;1467;1467;1467;1467;1410;1410;1410;1410;1410;1410;1333;1300;1300;1300;1300;1300;1300;1234;1234;1234;1234;1234;1234
Protected wilderness area;Gansu;47689;47689;47689;47689;47689;47689;47689;47689;47689;47689;47689;46734;46734;46734;46734;46734;46734;46734;46734;46734;46734;46734;46734;46734;45234;45234;45234;45234;45234;45234;45234;45129;45129;45129;45129;45129;45129;45129;45129;45129;45129;44879;44879;44879;44879;44879;44879;44879;44387;44105;44105;44105;44105;44105;44105;42367;42367;42367;42367;42367;42367
Protected wilderness area;Qinghai;287364;287364;287364;287364;287364;287364;287364;287364;287364;287364;287364;287364;287364;287364;287364;287364;287364;287364;287364;287364;287364;287364;287364;287364;287364;287364;287364;287364;287364;287364;264000;264000;264000;264000;264000;264000;264000;264000;264000;264000;264000;264000;264000;264000;264000;264000;254890;264000;254890;254890;254890;254890;254890;254890;254890;254890;254890;254890;254890;254890;254890
Protected wilderness area;Ningxia;2754;2754;2754;2754;2754;2754;2439;2439;2439;2439;2439;2439;2439;2237;2237;2237;2237;2237;2145;2145;2145;2054;2054;2054;2054;2054;1956;1956;1956;1754;1754;1754;1754;1754;1439;1439;1439;1439;1439;1439;1348;1348;1348;1348;1348;1348;1348;1348;1271;1267;1267;1267;1267;1267;1267;1134;1134;1134;1134;1134;1134
Protected wilderness area;Xinjiang;186549;186549;186549;186549;186549;186549;186549;186549;186549;186549;186549;186549;186549;186549;186549;186549;186549;186549;182478;182478;182478;182478;182478;182478;182478;182478;182478;182478;182478;182478;182478;182478;176549;176549;176549;176549;176549;176549;176549;176549;176549;176549;176549;176549;176549;171855;171855;171855;171855;169655;169655;169655;169655;169655;169655;164397;164397;164397;164397;164397;164397
Ratio of protected wilderness areas;Beijing;0,038678835;0,03872933;0,038763066;0,045335658;0,045375218;0,045434688;0,045474421;0,045514223;0,045574058;0,036403509;0,03643547;0,036467487;0,036515618;0,036547776;0,036579991;0,03662842;0,036660777;0,036693192;0,036725664;0,036774479;0,036807095;0,036839769;0,036872501;0,036921708;0,036954586;0,036987522;0,037020517;0,037070121;0,037103263;0,037136465;0,037169727;0,037203048;0,037253142;0,037286613;0,037320144;0,03240324;0,032447048;0,032476319;0,032505643;0,03253502;0,03256445;0,032608696;0,032638259;0,032667877;0,032697548;0,032727273;0,032831737;0,032936871;0,033027523;0,033133916;0,03276419;0,03287037;0,032961931;0,033069399;0,033162074;0,032802249;0,032894737;0,032987747;0,033096927;0,033191086;0,033285782
Ratio of protected wilderness areas;Tianjin;0,01039501;0,010526316;0,010706638;0,010822511;0,010940919;0,010989011;0,011037528;0,011086475;0,011013216;0,011061947;0,010989011;0,011037528;0,00877193;0,008810573;0,008752735;0,008791209;0,008733624;0,00877193;0,008714597;0,008752735;0,008695652;0,008733624;0,00867679;0,008714597;0,008658009;0,008695652;0,008639309;0,00867679;0,00862069;0,008658009;0,008602151;0,004319654;0,004291845;0,004310345;0,004282655;0,004301075;0,004273504;0,004291845;0,004123711;0,004149378;0,004166667;0,0041841;0,004201681;0,004219409;0,004237288;0,004255319;0,004347826;0,00443459;0,004524887;0,004618938;0,004716981;0,004807692;0,004901961;0,005012531;0,00511509;0,005208333;0,005319149;0,005434783;0,005540166;0,005540166;0,005540166
Ratio of protected wilderness areas;Hebei;0,028279426;0,02830737;0,02833537;0,028363425;0,026817466;0,026844071;0,026872298;0,026899012;0,026925779;0,022675338;0,022697947;0,022879101;0,023061796;0,023247432;0,023433243;0,023247432;0,023809524;0,024;0,024192036;0,024385633;0,022167175;0,02234458;0,022523395;0,022703617;0,022885246;0,023068279;0,023252715;0,023438549;0,023625778;0,023814398;0,024006053;0,024197462;0,024390244;0,024586122;0,024783411;0,024980316;0,025180375;0,025381818;0,023238765;0,025790718;0,025996276;0,026205136;0,026413381;0,024183705;0,024377115;0,024571739;0,024646245;0,02514875;0,025224795;0,025221486;0,025298215;0,025373374;0,025448981;0,025527102;0,02560363;0,02559935;0,025676557;0,025754231;0,025830258;0,025908867;0,025985811
Ratio of protected wilderness areas;Shanxi;0,05383438;0,053888419;0,053942567;0,053996824;0,054048326;0,054102795;0,054157375;0,054212065;0,054266865;0,054321777;0,054373901;0,054429029;0,054484269;0,054536705;0,054592164;0,054647736;0,046978066;0,047025982;0,047073996;0,047119574;0,047167779;0,047213539;0,047261937;0,047307879;0,047356471;0,047402597;0,047451384;0,047497696;0,047546678;0,047593176;0,047735818;0,048118649;0,048261804;0,048408488;0,040327522;0,040449187;0,040571589;0,040894713;0,035244548;0,041551882;0,041883605;0,042220667;0,042558194;0,042898619;0,043241952;0,043585576;0,043674971;0,043804453;0,037604034;0,037433806;0,037509149;0,037623884;0,037774093;0,037848483;0,037925506;0,037112637;0,037260138;0,037336652;0,037411149;0,037523452;0,037674243
Ratio of protected wilderness areas;Inner Mongolia;0,027186308;0,027267891;0,027349701;0,027431739;0,025655359;0,025732312;0,025809513;0,025886924;0,025964582;0,026042488;0,026120604;0,026198968;0,02627758;0,026356401;0,026435471;0,026167871;0,026246357;0,026325126;0,026404101;0,026483283;0,026562748;0,026642458;0,02632858;0,026407559;0,026486779;0,026566241;0,026645945;0,026725889;0,026806075;0,026886462;0,026967131;0,027048041;0,027129193;0,027210586;0,027292179;0,027374096;0,027456213;0,027538571;0,026317285;0,027704053;0,027787177;0,026554844;0,026634544;0,026714433;0,026794594;0,026901732;0,027064121;0,02720013;0,027336814;0,027256126;0,02739311;0,027530766;0,027669091;0,02780813;0,027947885;0,02772486;0,027864173;0,028004192;0,028144918;0,02828635;0,028428487
Ratio of protected wilderness areas;Liaoning;0,057285569;0,05734375;0,06608274;0,066149992;0,066212192;0,066279708;0,066347362;0,066415154;0,066477854;0,066545913;0,066614111;0,066745656;0,066877721;0,067010309;0,06714876;0,049685485;0,049784586;0,049884083;0,049983979;0,050084276;0,050184977;0,050282031;0,050383528;0,050485437;0,050587758;0,050686378;0,050789517;0,050888925;0,05099289;0,051093098;0,0511979;0,051298915;0,051400329;0,051502146;0,051608635;0,051711279;0,051814332;0,045261669;0,04535223;0,045443154;0,045534444;0,045626101;0,045714286;0,045806669;0,045899426;0,045988672;0,046082169;0,046176046;0,046266372;0,046020112;0,046110494;0,046205185;0,046296296;0,046387767;0,046483602;0,044850785;0,044939936;0,045029442;0,045119306;0,045209529;0,045300113
Ratio of protected wilderness areas;Jilin;0,117836884;0,11818986;0,118544956;0,118899788;0,11925675;0,119613428;0,119972247;0,120333224;0,120693903;0,12105675;0,121419278;0,121783983;0,122148348;0,1225149;0,091279629;0,091553282;0,091828581;0,092103598;0,092380267;0,092656638;0,092934667;0,09321437;0,093493759;0,093772815;0,094055568;0,094337992;0,094620068;0,094903836;0,095189311;0,095474421;0,086529395;0,08678822;0,087048598;0,087310543;0,087572126;0,087835281;0,088098055;0,088362407;0,088628349;0,088893895;0,089161037;0,089427762;0,089696088;0,089966029;0,090235536;0,090504587;0,090687626;0,090869315;0,091051733;0,091047813;0,091231322;0,09141345;0,091596306;0,091779896;0,091964223;0,088662689;0,08883939;0,089016798;0,089197015;0,089375855;0,089553297
