Criteria;Province;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030
Highway length;Qinghai;12584;12674;12731;12854;12933;12979;13125;13251;13675;15495;15497;15497;15664;15692;15772;15933;16189;16578;16675;16686;16732;16769;16854;16963;17089;17223;17383;17640;17936;18268;18679;23328;24377;24377;28059;29720;47726;52626;56642;60136;62185;64280;65988;70117;72703;75593;78585;80895,128;83518,36244;86211,32098;88904,27951;91597,23804;94290,19658;96983,15511;99676,11364;102369,0722;105062,0307;107754,9892;110447,9478;113140,9063;115833,8648
Highway length;Ningxia;3591;3680;3765;3783;3896;3916;3996;4973;5227;6848;6848;6848;6869;6867;6983;7016;7181;7704;8106;8106;8200;8200;8200;8301;8324;8554;8738;9048;9487;10015;10171;10899;11245;11916;12456;13078;19903;20562;21008;21805;22518;24506;26522;28554;31276;33240;33940;34561,152;37506,28978;39298,16658;41090,04338;42881,92018;44673,79698;46465,67378;48257,55058;50049,42738;51841,30418;53633,18098;55425,05778;57216,93458;59008,81138
Highway length;Xinjiang;23092;23401;23401;23401;23401;23615;23615;23818;23818;23818;23818;23818;23818;23818;23818;23818;23818;25049;25406;25374;25425;25697;26024;27961;28611;30298;31609;32053;32762;33484;34585;80947;82929;83633;86824;89531;143736;145219;146652;150683;152843;155150;165909;170155;175468;178263;182085;185337,72;191943,4589;196645,6236;201347,7882;206049,9529;210752,1176;215454,2822;220156,4469;224858,6116;229560,7762;234262,9409;238965,1056;243667,2702;248369,4349
Population;Beijing;784,3;797,4;809,2;826;836,8;844,4;845,1;860,5;871,5;897,1;904,3;919,2;935;950;965;981;1028;1047;1061;1075;1086;1094;1102;1112;1125;1251;1259;1240;1246;1257;1363,6;1385,1;1423,2;1456;1493;1538;1601;1676;1771;1860;1962;2019;2069;2115;2152;2170,5;2170,5;2170,5;2170,5;2170,5;2170,5;2170,5;2250;2250;2250;2250;2250;2250;2250;2250;2250
Population;Tianjin;652,7;663,4;674,65;683,3;692,47;702,86;706,5;712,87;724,28;739,42;748,91;760,31;774,92;785,29;795,52;804,8;814,97;828,74;839,21;852,35;884;909;920;928;935;942;948;953;957;959;1001;1004;1007;1011;1024;1043;1075;1115;1176;1228;1299;1355;1413;1472;1517;1546,95;1546,95;1546,95;1546,95;1546,95;1546,95;1546,95;1600;1600;1600;1600;1600;1600;1600;1600;1600
Population;Hebei;4550;4640;4728;4804;4862;4913;4943;4998;5057;5105;5168;5256;5356;5420;5487;5548;5627;5710;5795;5881;6159;6220;6275;6334;6388;6437;6484;6525;6569;6614;6674;6699;6735;6769;6809;6851;6898;6943;6989;7034;7194;7241;7288;7333;7384;7424,92;7424,92;7424,92;7424,92;7424,92;7424,92;7424,92;7500;7500;7500;7500;7500;7500;7500;7500;7500
Population;Shanxi;2111,35;2164,4;2213,09;2257,26;2301,9;2340,03;2373,05;2398,44;2423,6;2447,2;2476,46;2508,77;2546;2588,4;2631,48;2673,51;2713,53;2758,11;2807,24;2852,98;2899;2942;2979;3012;3045;3077;3109;3141;3172;3204;3247;3272;3294;3314;3335;3355;3375;3393;3411;3427;3574;3593;3611;3630;3648;3664,12;3664,12;3664,12;3664,12;3664,12;3664,12;3664,12;3650;3650;3650;3650;3650;3650;3650;3650;3650
Population;Inner Mongolia;1491;1555;1602,9;1651,1;1705,2;1737,9;1769,2;1798,1;1823,4;1851,8;1876,5;1902,9;1941,6;1969,8;1993,1;2015,9;2040,7;2066,4;2093,9;2122,2;2163;2184;2207;2232;2260;2284;2307;2326;2345;2362;2372;2381;2384;2386;2393;2403;2415;2429;2444;2458;2472;2482;2490;2498;2505;2511,04;2511,04;2511,04;2511,04;2511,04;2511,04;2511,04;2500;2500;2500;2500;2500;2500;2500;2500;2500
Population;Liaoning;3083,7;3133,5;3170,6;3221,4;3257,1;3282;3310,7;3344,5;3394;3442;3486,9;3534,8;3592,1;3629,1;3654,8;3686,2;3726;3777,4;3825,5;3876;3967;3990;4016;4042;4067;4092;4116;4138;4157;4171;4184;4194;4203;4210;4217;4221;4271;4298;4315;4341;4375;4383;4389;4390;4391;4382,4;4382,4;4382,4;4382,4;4382,4;4382,4;4382,4;4400;4400;4400;4400;4400;4400;4400;4400;4400
Population;Jilin;1860,4;1915,2;1962,7;2007,9;2034,5;2063,9;2092,6;2117,9;2149,3;2184,6;2210,7;2230,9;2257,6;2269,5;2284,5;2298;2315,3;2336,4;2357,4;2395,4;2483;2509;2532;2555;2574;2592;2610;2628;2644;2658;2682;2691;2699;2704;2709;2716;2723;2730;2734;2740;2747;2749;2750;2751;2752;2753,32;2753,32;2753,32;2753,32;2753,32;2753,32;2753,32;2800;2800;2800;2800;2800;2800;2800;2800;2800
Population;Heilongjiang;2522,6;2627,2;2723,4;2818,6;2894;2958,1;3019,4;3072,5;3129,6;3168,7;3203,8;3239,3;3281,1;3306;3331;3357;3385;3424;3466;3510;3543;3575;3608;3640;3672;3701;3728;3751;3773;3792;3807;3811;3813;3815;3817;3820;3823;3824;3825;3826;3833;3834;3834;3835;3833;3811,7;3811,7;3811,7;3811,7;3811,7;3811,7;3811,7;3860;3860;3860;3860;3860;3860;3860;3860;3860
Population;Shanghai;1072,55;1066,82;1064,11;1070,01;1073,78;1076,72;1081,3;1086,47;1098,28;1132,14;1146,52;1162,84;1180,51;1194,01;1204,78;1216,69;1232,33;1249,51;1262,42;1276,45;1337;1340;1345;1349;1356;1415;1419;1457;1464;1474;1609;1668;1713;1766;1835;1890;1964;2064;2141;2210;2303;2347;2380;2415;2426;2415,27;2415,27;2415,27;2415,27;2415,27;2415,27;2415,27;2500;2500;2500;2500;2500;2500;2500;2500;2500
Population;Jiangsu;5252,09;5360,89;5433,81;5505,72;5565,7;5636,12;5700,76;5765,28;5834,33;5892,55;5938,19;6010,24;6088,94;6134,99;6171,43;6213,48;6269,9;6348;6438,27;6535,85;6767;6844;6911;6967;7021;7066;7110;7148;7182;7213;7327;7359;7406;7458;7523;7588;7656;7723;7762;7810;7869;7899;7920;7939;7960;7976,3;7976,3;7976,3;7976,3;7976,3;7976,3;7976,3;8100;8100;8100;8100;8100;8100;8100;8100;8100
Population;Zhejiang;3315,84;3389,89;3450,79;3512,92;3560,87;3614,47;3662,82;3707,1;3750,96;3792,33;3826,58;3871,51;3924,32;3963,1;3993,09;4029,56;4070,07;4121,19;4169,85;4208,88;4168;4202;4236;4266;4294;4319;4343;4435;4456;4475;4680;4729;4776;4857;4925;4991;5072;5155;5212;5276;5447;5463;5477;5498;5508;5539;5539;5539;5539;5539;5539;5539;5800;5800;5800;5800;5800;5800;5800;5800;5800
Population;Anhui;3940;4073;4199;4317;4409;4492;4558;4628;4713;4803;4893;4957;5016;5056;5103;5156;5217;5287;5377;5469;5675;5761;5834;5897;5955;6013;6070;6127;6184;6237;6093;6128;6144;6163;6228;6120;6110;6118;6135;6131;5957;5968;5988;6030;6083;6143,6;6143,6;6143,6;6143,6;6143,6;6143,6;6143,6;6300;6300;6300;6300;6300;6300;6300;6300;6300
Population;Fujian;2020;2078;2135;2194;2245;2297;2351;2402;2446;2487;2519;2563;2620;2668;2720;2769;2820;2875;2929;2984;3037;3079;3116;3150;3183;3237;3261;3282;3299;3316;3410;3445;3476;3502;3529;3557;3585;3612;3639;3666;3693;3720;3748;3774;3806;3839;3839;3839;3839;3839;3839;3839;4100;4100;4100;4100;4100;4100;4100;4100;4100
Population;Jiangxi;2584,51;2652,31;2723,01;2810,46;2888,29;2968,53;3048,21;3118;3182,82;3228,98;3270,2;3303,92;3348,35;3394,5;3457,89;3509,8;3575,76;3632,31;3683,88;3746,22;3810;3865;3913;3966;4015;4063;4105;4150;4191;4231;4148,5;4185,8;4222,4;4254;4284;4311;4339;4368;4400;4432;4462;4488;4504;4522;4542;4565,63;4565,63;4565,63;4565,63;4565,63;4565,63;4565,63;4680;4680;4680;4680;4680;4680;4680;4680;4680
Population;Shandong;6441;6568;6683;6793;6876;6971;7038;7099;7160;7232;7296;7395;7494;7564;7637;7695;7777;7889;8009;8181;8493;8570;8610;8642;8671;8705;8738;8785;8838;8883;8997;9041;9082;9125;9180;9248;9309;9367;9417;9470;9588;9637;9685;9733;9789;9847,16;9847,16;9847,16;9847,16;9847,16;9847,16;9847,16;99056;99056;99056;99056;99056;99056;99056;99056;99056
Population;Henan;6026;6195;6344;6517;6647;6758;6852;6957;7067;7189;7285;7397;7519;7632;7737;7847;7985;8148;8317;8491;8649;8763;8862;8946;9027;9100;9172;9243;9315;9387;9488;9555;9613;9667;9717;9380;9392;9360;9429;9487;9405;9388;9406;9413;9436;9480;9480;9480;9480;9480;9480;9480;9870;9870;9870;9870;9870;9870;9870;9870;9870
Population;Hubei;4026,83;4131,95;4215,66;4294,63;4348,79;4408,15;4466,7;4520,68;4574,91;4632,78;4684,45;4740,35;4800,92;4865,73;4917,75;4980,19;5047,83;5120,27;5184,94;5258,83;5439;5512;5580;5653;5719;5772;5825;5873;5907;5938;5646;5658;5672;5685;5698;5710;5693;5699;5711;5720;5728;5758;5779;5799;5816;5851,5;5851,5;5851,5;5851,5;5851,5;5851,5;5851,5;5990;5990;5990;5990;5990;5990;5990;5990;5990
Population;Hunan;4480,76;4598,27;4700,56;4809,79;4900,86;4991,36;5056,81;5111,83;5165,91;5223,05;5280,95;5360,05;5452,12;5509,43;5561,32;5622,49;5695,73;5782,61;5915,68;6013,62;6128;6209;6267;6311;6355;6392;6428;6465;6502;6532;6562;6596;6629;6663;6698;6326;6342;6355;6380;6406;6570;6596;6639;6691;6737;6783,03;6783,03;6783,03;6783,03;6783,03;6783,03;6783,03;6870;6870;6870;6870;6870;6870;6870;6870;6870
Population;Guangdong;5140,49;5227,66;5323,49;5415,31;5494,13;5576,58;5655,58;5740,7;5064,15;5140,5;5227,67;5323,5;5415,32;5494,14;5576,59;5655,59;5740,71;5832,15;5928,31;6024,98;6346;6439;6525;6607;6689;6868;6961;7051;7143;7270;8650,03;8733,18;8842,08;8963;9111;9194;9442;9660;9893;10130;10441;10505;10594;10644;10724;10849;10849;10849;10849;10849;10849;10849;11100;11100;11100;11100;11100;11100;11100;11100;11100
Population;Guangxi;2818;2898;2973;3057;3130;3201;3267;3329;3402;3470;3538;3613;3684;3733;3806;3873;3946;4016;4088;4150;4261;4324;4380;4438;4493;4543;4589;4633;4675;4713;4751;4788;4822;4857;4889;4660;4719;4768;4816;4856;4610;4645;4682;4719;4754;4796;4796;4796;4796;4796;4796;4796;5100;5100;5100;5100;5100;5100;5100;5100;5100
Population;Hainan;428,89;454,5;467,95;479,49;487,77;496,82;505,15;516,36;528,45;540,3;552,53;560,77;571,38;580,66;589,31;597,51;605,63;615,08;626,85;639,2;663;674;686;701;711;724;734;743;753;762;788,05;795,55;803,13;811;818;828;836;845;854;864;869;877;887;895;903;910,82;910,82;910,82;910,82;910,82;910,82;910,82;1000;1000;1000;1000;1000;1000;1000;1000;1000
Population;Chongqing;2289,64;2354,36;2413,36;2483,23;2541,08;2592,59;2615,57;2628,06;2635,56;2653,69;2664,79;2694,05;2721,69;2738,63;2747,75;2768,26;2807,6;2845,14;2873,34;2897,01;2920,9;2938,99;2950,78;2964,92;2985,59;3001,77;3075,01;3042;3060;3075;2848,82;2829,21;2814,83;2803;2793;2798;2808;2816;2839;2859;2885;2919;2945;2970;2991;3016,55;3016,55;3016,55;3016,55;3016,55;3016,55;3016,55;3200;3200;3200;3200;3200;3200;3200;3200;3200
Population;Sichuan;6052,4;6229,4;6403,9;6582,4;6729,5;6874,7;6963;7031,3;7071,9;7120,5;7154,8;7215,6;7300,4;7336,9;7364;7419,3;7511,9;7613,2;7716,4;7803,2;7892,5;7947,8;7992,2;8037,4;8098,7;8161,2;8215,4;8430;8493;8550;8329;8143;8110;8176;8090;8212;8169;8127;8138;8185;8045;8050;8076;8107;8140;8204;8204;8204;8204;8204;8204;8204;8300;8300;8300;8300;8300;8300;8300;8300;8300
Population;Guizhou;2180,46;2259;2323,21;2395,23;2463,41;2530,95;2585,11;2640,14;2686,4;2730,99;2776,67;2826,78;2875,21;2901,45;2931,85;2972,18;3025,86;3072,58;3127,27;3171;3268;3315;3361;3409;3458;3508;3555;3606;3658;3710;3756;3799;3837;3870;3904;3730;3690;3632;3596;3537;3479;3469;3484;3502;3508;3529,5;3529,5;3529,5;3529,5;3529,5;3529,5;3529,5;3600;3600;3600;3600;3600;3600;3600;3600;3600
Population;Yunnan;2503,33;2592,69;2663,08;2746,89;2818,97;2884,29;2951,75;3024,59;3091,47;3134,79;3173,39;3222,77;3283,1;3330,8;3372,1;3418,1;3480;3534;3594;3648;3730,6;3782,1;3831,6;3885,2;3939,2;3989,6;4041,5;4094;4143,8;4192,4;4240,8;4287,4;4333,1;4376;4415;4450;4483;4514;4543;4571;4602;4631;4659;4687;4714;4741,8;4741,8;4741,8;4741,8;4741,8;4741,8;4741,8;4800;4800;4800;4800;4800;4800;4800;4800;4800
Population;Tibet;148,05;151,2;155,35;159,28;162,92;166,12;169,11;172,4;175,62;178,82;182,69;185,28;185,96;189,25;193,14;196,68;199,48;202,49;207,95;212,31;222;226;228;232;236;240;244;248;252;256;258;264;268;272;276;280;285;289;292;296;300;303;308;312;318;323,97;323,97;323,97;323,97;323,97;323,97;323,97;350;350;350;350;350;350;350;350;350
Population;Shaanxi;2427,94;2492,33;2553,57;2610,21;2655,41;2692,1;2721,81;2751,06;2779;2806,57;2831,12;2865,06;2904,13;2930,87;2965,73;3001,71;3042,63;3088,2;3140,03;3197,99;3316;3363;3405;3443;3481;3514;3543;3570;3596;3618;3644;3653;3662;3672;3681;3690;3699;3708;3718;3727;3735;3743;3753;3764;3775;3793;3793;3793;3793;3793;3793;3793;4000;4000;4000;4000;4000;4000;4000;4000;4000
Population;Gansu;1585,66;1640,64;1692,18;1742,14;1778,69;1804,02;1825,96;1847,46;1870,05;1893,79;1918,43;1941,4;1974,88;1999,84;2025,88;2052,89;2085,39;2115,73;2148,15;2184,86;2255;2285;2314;2345;2378;2438;2467;2494;2519;2543;2515;2523;2531;2537;2541;2545;2547;2548;2551;2555;2560;2564;2578;2582;2591;2599,55;2599,55;2599,55;2599,55;2599,55;2599,55;2599,55;2700;2700;2700;2700;2700;2700;2700;2700;2700
Population;Qinghai;282,73;295,65;307,05;318,15;328,75;337,49;346,58;356,75;364,86;372,02;376,9;381,6;392,79;392,57;401,61;407,38;421,12;427,9;434,2;440,2;447,66;454,43;461,02;466,7;474;481,2;488,3;495,6;502,8;509,8;516,5;523,1;528,6;534;539;543;548;552;554;557;563;568;573;578;583;588,43;588,43;588,43;588,43;588,43;588,43;588,43;600;600;600;600;600;600;600;600;600
Population;Ningxia;277,35;286,66;297,24;307,8;317,25;327,92;337,93;346,71;355,58;364,14;373,72;383,38;393,04;399,05;406,87;414,62;424,33;435,16;444,53;454,81;470;480;487;495;504;513;521;530;538;543;554;563;572;580;588;596;604;610;618;625;633;639;647;654;662;667,88;667,88;667,88;667,88;667,88;667,88;667,88;700;700;700;700;700;700;700;700;700
Population;Xinjiang;976,58;1009,91;1049,69;1089,08;1125,82;1154,53;1185,8;1208,97;1233,01;1255,97;1283,24;1303,05;1315,9;1333,3;1344,08;1361,14;1383,64;1406,33;1426,42;1454,16;1529;1555;1581;1605;1632;1661;1689;1718;1747;1774;1849;1876;1905;1934;1963;2010;2050;2095;2131;2159;2185;2209;2233;2264;2298;2359,73;2359,73;2359,73;2359,73;2359,73;2359,73;2359,73;2500;2500;2500;2500;2500;2500;2500;2500;2500
Unemployment rate;Beijing;0,5;0,4;0,4;0,4;0,4;0,3;0,4;0,4;0,4;1,6;1,6;1,28;1,62;1,09;0,54;0,4;0,3;0,5;0,4;0,4;0,4;0,4;0,3;0,4;0,4;0,4;0,6;0,7;0,7;0,62;0,76;1,2;1,4;1,4;1,3;2,1;2;1,84;1,82;1,44;1,4;1,4;1,3;1,2;1,3;1,39;1,39;1,39;1,39;1,39;1,39;1,39;1,3;1,39;1,82;1,44;1,4;1,4;1,3;1,2;1,3
Unemployment rate;Tianjin;1,1;1;1;1,3;1,4;1,6;1,7;2,2;2,1;0,79;1,1;1;1,1;1;1;1,3;1,4;1,8;1,9;2,4;2,7;0,8;1,1;1;1,1;1;1;1,3;1,4;2,9;3,2;3,6;3,9;3,8;3,8;3,7;3,6;3,59;3,6;3,6;3,6;3,6;3,6;3,6;3,5;3,5;3,5;3,5;3,5;3,5;3,5;3,5;3,5;3,5;3,6;3,6;3,6;3,6;3,6;3,6;3,5
Unemployment rate;Hebei;0,89;2,5;2;2,7;2,2;1,89;2,6;2,3;6,7;2,1;1,7;1,5;1,2;1,3;1;0,6;0,5;0,5;0,6;1,1;1,1;0,9;2,5;2;2,7;2,2;1,9;2;2,3;2,5;2,8;3,2;3,6;3,9;4;3,9;3,8;3,83;3,96;3,93;3,9;3,8;3,7;3,7;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,96;3,93;3,9;3,8;3,7;3,7;3,6
Unemployment rate;Shanxi;2,01;1,4;1,3;0,5;0,6;1,2;1,4;1,7;2,8;2,6;0,8;1,7;1,4;1;0,8;0,7;1,2;1,2;1,2;2;1,2;1,1;0,7;0,8;1,2;1,4;1,7;2,4;2,2;2,1;2,2;2,6;3,4;3;3,1;3;3,2;3,24;3,29;3,86;3,6;3,5;3,3;3,1;3,4;3,51;3,51;3,51;3,51;3,51;3,51;3,51;3,4;3,51;3,29;3,86;3,6;3,5;3,3;3,1;3,4
Unemployment rate;Inner Mongolia;3,7;3,8;3,5;3,3;2,59;3,7;3,8;3,9;3,8;3,8;3,8;3,8;3,8;3,8;3,8;3,8;3,8;3,8;3,8;3,8;3,8;3,5;3,3;2,6;3,7;3,8;3,9;3,8;3,8;3,8;3,8;3,7;4,1;4,5;4,6;4,3;4,1;3,99;4,1;3,97;3,9;3,8;3,7;3,7;3,6;3,65;3,65;3,65;3,65;3,65;3,65;3,65;3,6;3,65;4,12;3,97;3,9;3,8;3,7;3,7;3,6
Unemployment rate;Liaoning;3,4;1,89;2;2,5;2,4;2,6;2,2;1,6;1,7;2,2;2,3;2,4;3,6;3,9;3,4;1,9;2;2,5;2,4;2,6;2,2;1,8;1,9;2,5;2,6;2,7;3,6;3,9;3,4;3,5;3,7;3,2;6,5;6,5;6,5;5,6;5,1;4,28;3,9;3,87;3,6;3,7;3,6;3,4;3,4;3,42;3,42;3,42;3,42;3,42;3,42;3,42;3,4;3,42;3,9;3,87;3,6;3,7;3,6;3,4;3,4
Unemployment rate;Jilin;3,1;2,32;2,25;1,7;1,6;1,7;1,9;1,8;1,6;1,3;1,9;2;2,2;2,1;3,1;2,18;2,11;1,7;1,6;1,7;1,9;1,8;1,6;1,3;1,9;2;2,2;2,1;3,1;3,3;3,7;3,1;3,6;4,3;4,2;4,2;4,2;3,92;3,98;3,95;3,8;3,7;3,7;3,7;3,4;3,5;3,5;3,5;3,5;3,5;3,5;3,5;3,4;3,5;3,98;3,95;3,8;3,7;3,7;3,7;3,4
Unemployment rate;Heilongjiang;2,12;2,7;3,39;2,01;1,7;2,3;2,2;2,3;1,9;2,2;2,4;2,9;3,01;2,1;2,8;2,7;3,4;2;1,7;2,3;2,2;2,3;1,9;2,2;2,4;2,9;3;2,6;2,4;3;3,3;4,7;4,9;4,2;4,5;4,4;4,4;4,26;4,23;4,27;4,3;4,1;4,2;4,4;4,5;4,47;4,47;4,47;4,47;4,47;4,47;4,47;4,5;4,47;4,23;4,27;4,3;4,1;4,2;4,4;4,5
Unemployment rate;Shanghai;2,8;0,2;0,4;0,6;0,9;1,5;1,5;1,4;1,8;2,5;2,7;2,6;2,6;2,7;2,8;2;2,3;2,1;2,4;2,3;2,1;1,9;1,8;2,5;2,7;2,6;2,6;2,7;2,8;3,1;3,5;4,7;4,8;4,9;4,5;4,4;4,4;4,22;4,2;4,26;4,4;3,5;3,1;4;4,1;4,04;4,04;4,04;4,04;4,04;4,04;4,04;4,1;4,04;4,2;4,26;4,4;3,11;3,15;4;4,1
Unemployment rate;Jiangsu;2,6;0,9;1;1,1;1,3;3,01;2,4;2;2;2;2,1;2,1;2,3;2,5;2,6;0,9;1;1,1;1,3;3;2,4;2;2;2;2,1;2,1;2,3;2,5;2,6;2,9;3,4;3,6;4,2;4,1;3,8;3,6;3,4;3,17;3,25;3,22;3,2;3,2;3,1;3;3;3;3;3;3;3;3;3;3;3;3,25;3,22;3,2;3,2;3,1;3;3
Unemployment rate;Zhejiang;3,2;0,8;1,2;1,6;1,5;2,1;2,2;2;2,4;2,6;3;3,2;3;3,4;3,2;2,8;2,6;2,6;2,2;2,1;2,2;2;2,4;2,6;3;3,2;3;3,4;3,2;3,4;3,4;3,7;4,2;4,2;4,1;3,7;3,5;3,27;3,49;3,26;3,2;3,1;3;3;3;2,93;2,93;2,93;2,93;2,93;2,93;2,93;3;2,94;3,49;3,26;3,2;3,1;3;3;3
Unemployment rate;Anhui;3;3,1;3,1;3,2;3,2;1;1,3;2,6;2,8;2,9;2,7;2,7;3;3,1;3,1;3,2;2,6;2,2;1,9;2,6;2,8;2,9;2,7;2,7;3;3,1;3,1;3,2;3,2;3,2;3,3;3,7;4;4,1;4,2;4,4;4,3;4,06;3,92;3,92;3,7;3,7;3,7;3,4;3,2;3,14;3,14;3,14;3,14;3,14;3,14;3,14;3,2;3,14;3,92;3,92;3,7;3,7;3,7;3,4;3,2
Unemployment rate;Fujian;2,3;2,6;2,4;2,4;2,49;1,8;2,4;2,8;2,6;2,1;1,17;1,13;2,3;2,6;2,4;2,4;2,5;1,8;2,4;2,8;2,6;2,1;1,9;1,5;2,3;2,6;2,4;2,4;2,1;2,3;2,6;3,8;4,2;4,1;4;4;3,9;3,89;3,86;3,9;3,8;3,7;3,6;3,6;3,5;3,66;3,66;3,66;3,66;3,66;3,66;3,66;3,5;3,66;3,86;3,9;3,8;3,7;3,6;3,6;3,5
Unemployment rate;Jiangxi;1,9;2,7;2,5;3;1,46;1,4;1,5;1,7;2,4;2,4;1,9;1,9;1,9;2,3;2,1;3;1,46;1,4;1,5;1,7;2,4;2,4;1,9;1,9;1,9;2,1;2,3;3;2,5;2,6;2,9;3,3;3,4;3,6;3,6;3,5;3,6;3,37;3,42;3,44;3,3;3;3;3,2;3,3;3,35;3,35;3,35;3,35;3,35;3,35;3,35;3,3;3,35;3,42;3,44;3,3;3;3;3,2;3,3
Unemployment rate;Shandong;3;3,2;3,5;3,4;4,1;4,1;3,5;4,01;3,2;2,4;2;2,5;3;3,2;3,5;3,4;4,1;4,1;3,5;4;3,2;2,4;2;2,5;3;3,2;3,5;3,4;3,3;3,2;3,2;3,3;3,6;3,6;3,4;3,3;3,3;3,21;3,4;3,4;3,4;3,4;3,3;3,2;3,3;3,35;3,35;3,35;3,35;3,6;3,7;3,6;3,1;3,2;3;3,3;3,4;3,2;3,3;3,1;3
Unemployment rate;Henan;2,3;2,6;2,5;2,3;2,9;3,1;3;3,1;3,3;2,9;2,6;2,4;2,3;2,6;2,5;2,3;2,1;3,1;3;3,1;3,3;2,9;2,6;2,4;2,3;2,6;2,5;2,3;2,6;2,6;2,6;2,8;2,9;3,1;3,4;3,5;3,5;3,41;3,4;3,5;3,4;3,2;3,1;3,1;3,2;3,2;3,3;3;3,2;2,9;3;3,2;3,4;3,2;3,2;3,4;3,1;3;3,1;2,9;3
Unemployment rate;Hubei;2,9;3,1;3,5;3,5;1,29;1,3;1,1;1,6;1,7;1,9;2,2;2,2;2,9;3,1;3,5;3,5;1,29;1,3;1,1;1,6;1,7;1,9;2,2;2,2;2,9;3,1;3,5;3,5;3,3;3,5;4;4;4,3;4,3;4,2;4,3;4,4;4,21;4,22;4,25;4,3;4;3,8;3,5;3,1;3;2,9;2,8;3,2;3;3,1;3,2;3,1;2,9;3;3,1;3,2;3,3;3,2;3,3;3,3
Unemployment rate;Hunan;3,6;3,8;3,9;3,6;1,5;1,7;1,8;2,1;2,7;2,6;2,9;3,4;3,6;3,8;3,9;3,6;1,5;1,7;1,8;2,1;2,7;2,6;2,9;3,4;3,6;3,8;3,9;3,6;3,9;3,9;3,7;4;4;4,5;4,4;4,3;4,3;4,25;4,2;4,14;4,2;4,2;4,2;4,2;4,1;4,09;4,09;4,09;4,09;4,09;4,09;4,09;4,1;4,09;4,2;4,14;4,2;4,2;4,2;4,2;4,1
Unemployment rate;Guangdong;2,4;2,6;2,5;2,7;2,3;1,1;1,9;2,1;2;1,9;1,9;1,9;2,4;2,6;2,5;2,7;2,3;1,8;1,7;2,1;2,2;1,9;1,9;1,9;2,4;2,6;2,5;2,7;2,3;2,3;2,5;2,9;3,1;2,9;2,7;2,6;2,6;2,51;2,56;2,6;2,5;2,5;2,5;2,4;2,4;2,45;2,45;2,45;2,45;2,45;2,45;2,45;2,4;2,45;2,56;2,6;2,5;2,5;2,5;2,4;2,4
Unemployment rate;Guangxi;3;3,2;3,9;2,19;3,29;2,89;3,6;3,6;4,1;6,4;4,7;4,3;3,3;2,8;2,6;2,8;3,1;3,3;3;3,2;3,9;2,2;3,3;2,9;3,6;3,6;3,7;4,2;3,2;3,3;3,2;3,5;3,7;3,6;4,1;4,2;4,2;3,79;3,75;3,74;3,7;3,5;3,4;3,3;3,2;2,92;3;3;3,1;3,2;3,1;3,1;3;3;3,1;3,1;3,2;3,2;3,1;3,1;3
Unemployment rate;Hainan;2,3;2,4;3,16;3,11;4,3;4,3;3,3;3,2;3,3;3,4;3,1;3,4;3,4;3,6;3,6;3,49;3,72;3,48;3;3;3;2,6;2,3;2,4;3,6;3,1;4,3;4,3;3,3;3,2;3,3;3,4;3,1;3,4;3,4;3,3;3,3;3,3;3,4;3,5;3,6;3,5;3,4;3,4;3,2;3,1;3;3,1;3;3;3;3;3,2;3,2;3,1;3,1;3,1;3;3;3,1;3,1
Unemployment rate;Chongqing;3,5;3,9;4,1;4,1;4,1;4,1;4;3,98;3,96;3,96;2,9;2,9;2,9;3,5;3,5;3,5;3,9;4,1;4,1;4,1;4,1;4;3,98;3,96;3,96;2,9;2,9;2,9;3,5;3,5;3,5;3,9;4,1;4,1;4,1;4,1;4;3,98;3,96;3,96;3,9;3,5;3,3;3,4;3,5;3,58;3,58;3,58;3,58;3,58;3,58;3,58;3,5;3,58;3,96;3,96;3,9;3,5;3,3;3,4;3,5
Unemployment rate;Sichuan;3,4;3,6;3,5;3,7;3,7;3,7;3,9;3,7;10,9;6,7;5;4,4;3;3;2,7;2,3;2,3;2,2;2,4;3,7;3,7;3,4;3,6;3,5;3,7;3,7;3,7;3,9;3,7;3,7;3,97;4,3;4,5;4,4;4,4;4,6;4,5;4,24;4,57;4,34;4,1;4,2;4;4,1;4,2;4,12;4,12;4,12;4,12;4,12;4,12;4,12;4,2;4,12;4,57;4,34;4,1;4,2;4;4,1;4,2
Unemployment rate;Guizhou;3,8;3,4;3,4;5,1;5,2;6,4;6,1;3,8;7,56;5,56;4,77;3,29;4,43;3,81;3;3,13;3,05;2,5;2,5;3,5;4,1;3,8;3,4;3,4;5,5;5,8;6,2;6,5;3,8;3,97;3,82;4;4,1;4;4,1;4,2;4,1;3,97;3,98;3,81;3,6;3,6;3,3;3,3;3,3;3,29;3,2;3,4;3,4;3,4;3,3;3,2;3,2;3,1;3,1;3,1;3,1;3,1;3;3;3
